appName,entitlement,entitlementValue,account
EmailSystem,HasEmail,TRUE,2
EmailSystem,HasEmail,TRUE,4
EmailSystem,HasEmail,TRUE,8
EmailSystem,HasEmail,TRUE,15
EmailSystem,HasEmail,TRUE,19
EmailSystem,HasEmail,TRUE,20
EmailSystem,HasEmail,TRUE,22
EmailSystem,HasEmail,TRUE,23
EmailSystem,HasEmail,TRUE,27
EmailSystem,HasEmail,TRUE,32
EmailSystem,HasEmail,TRUE,33
EmailSystem,HasEmail,TRUE,35
EmailSystem,HasEmail,TRUE,38
EmailSystem,HasEmail,TRUE,39
EmailSystem,HasEmail,TRUE,43
EmailSystem,HasEmail,TRUE,48
EmailSystem,HasEmail,TRUE,49
EmailSystem,HasEmail,TRUE,52
EmailSystem,HasEmail,TRUE,54
EmailSystem,HasEmail,TRUE,55
EmailSystem,HasEmail,TRUE,57
EmailSystem,HasEmail,TRUE,60
EmailSystem,HasEmail,TRUE,61
EmailSystem,HasEmail,TRUE,62
EmailSystem,HasEmail,TRUE,63
EmailSystem,HasEmail,TRUE,65
EmailSystem,HasEmail,TRUE,70
EmailSystem,HasEmail,TRUE,71
EmailSystem,HasEmail,TRUE,74
EmailSystem,HasEmail,TRUE,75
EmailSystem,HasEmail,TRUE,76
EmailSystem,HasEmail,TRUE,78
EmailSystem,HasEmail,TRUE,87
EmailSystem,HasEmail,TRUE,99
EmailSystem,HasEmail,TRUE,102
EmailSystem,HasEmail,TRUE,104
EmailSystem,HasEmail,TRUE,110
EmailSystem,HasEmail,TRUE,114
EmailSystem,HasEmail,TRUE,115
EmailSystem,HasEmail,TRUE,116
EmailSystem,HasEmail,TRUE,117
EmailSystem,HasEmail,TRUE,118
EmailSystem,HasEmail,TRUE,120
EmailSystem,HasEmail,TRUE,124
EmailSystem,HasEmail,TRUE,130
EmailSystem,HasEmail,TRUE,136
EmailSystem,HasEmail,TRUE,138
EmailSystem,HasEmail,TRUE,139
EmailSystem,HasEmail,TRUE,140
EmailSystem,HasEmail,TRUE,142
EmailSystem,HasEmail,TRUE,146
EmailSystem,HasEmail,TRUE,149
EmailSystem,HasEmail,TRUE,151
EmailSystem,HasEmail,TRUE,154
EmailSystem,HasEmail,TRUE,157
EmailSystem,HasEmail,TRUE,159
EmailSystem,HasEmail,TRUE,167
EmailSystem,HasEmail,TRUE,168
EmailSystem,HasEmail,TRUE,170
EmailSystem,HasEmail,TRUE,173
EmailSystem,HasEmail,TRUE,174
EmailSystem,HasEmail,TRUE,175
EmailSystem,HasEmail,TRUE,179
EmailSystem,HasEmail,TRUE,181
EmailSystem,HasEmail,TRUE,187
EmailSystem,HasEmail,TRUE,189
EmailSystem,HasEmail,TRUE,196
EmailSystem,HasEmail,TRUE,197
EmailSystem,HasEmail,TRUE,198
EmailSystem,HasEmail,TRUE,202
EmailSystem,HasEmail,TRUE,203
EmailSystem,HasEmail,TRUE,206
EmailSystem,HasEmail,TRUE,209
EmailSystem,HasEmail,TRUE,211
EmailSystem,HasEmail,TRUE,214
EmailSystem,HasEmail,TRUE,215
EmailSystem,HasEmail,TRUE,216
EmailSystem,HasEmail,TRUE,222
EmailSystem,HasEmail,TRUE,223
EmailSystem,HasEmail,TRUE,224
EmailSystem,HasEmail,TRUE,229
EmailSystem,HasEmail,TRUE,230
EmailSystem,HasEmail,TRUE,231
EmailSystem,HasEmail,TRUE,241
EmailSystem,HasEmail,TRUE,246
EmailSystem,HasEmail,TRUE,250
EmailSystem,HasEmail,TRUE,252
EmailSystem,HasEmail,TRUE,266
EmailSystem,HasEmail,TRUE,267
EmailSystem,HasEmail,TRUE,271
EmailSystem,HasEmail,TRUE,274
EmailSystem,HasEmail,TRUE,276
EmailSystem,HasEmail,TRUE,277
EmailSystem,HasEmail,TRUE,278
EmailSystem,HasEmail,TRUE,283
EmailSystem,HasEmail,TRUE,290
EmailSystem,HasEmail,TRUE,292
EmailSystem,HasEmail,TRUE,298
EmailSystem,HasEmail,TRUE,300
EmailSystem,HasEmail,TRUE,309
EmailSystem,HasEmail,TRUE,317
EmailSystem,HasEmail,TRUE,320
EmailSystem,HasEmail,TRUE,321
EmailSystem,HasEmail,TRUE,325
EmailSystem,HasEmail,TRUE,336
EmailSystem,HasEmail,TRUE,341
EmailSystem,HasEmail,TRUE,345
EmailSystem,HasEmail,TRUE,351
EmailSystem,HasEmail,TRUE,352
EmailSystem,HasEmail,TRUE,353
EmailSystem,HasEmail,TRUE,365
EmailSystem,HasEmail,TRUE,367
EmailSystem,HasEmail,TRUE,368
EmailSystem,HasEmail,TRUE,370
EmailSystem,HasEmail,TRUE,383
EmailSystem,HasEmail,TRUE,389
EmailSystem,HasEmail,TRUE,402
EmailSystem,HasEmail,TRUE,416
EmailSystem,HasEmail,TRUE,428
EmailSystem,HasEmail,TRUE,429
EmailSystem,HasEmail,TRUE,432
EmailSystem,HasEmail,TRUE,434
EmailSystem,HasEmail,TRUE,437
EmailSystem,HasEmail,TRUE,439
EmailSystem,HasEmail,TRUE,441
EmailSystem,HasEmail,TRUE,442
EmailSystem,HasEmail,TRUE,446
EmailSystem,HasEmail,TRUE,448
EmailSystem,HasEmail,TRUE,450
EmailSystem,HasEmail,TRUE,451
EmailSystem,HasEmail,TRUE,452
EmailSystem,HasEmail,TRUE,459
EmailSystem,HasEmail,TRUE,461
EmailSystem,HasEmail,TRUE,462
EmailSystem,HasEmail,TRUE,467
EmailSystem,HasEmail,TRUE,468
EmailSystem,HasEmail,TRUE,469
EmailSystem,HasEmail,TRUE,474
EmailSystem,HasEmail,TRUE,478
EmailSystem,HasEmail,TRUE,481
EmailSystem,HasEmail,TRUE,484
EmailSystem,HasEmail,TRUE,489
EmailSystem,HasEmail,TRUE,492
EmailSystem,HasEmail,TRUE,498
EmailSystem,HasEmail,TRUE,499
EmailSystem,HasEmail,TRUE,501
EmailSystem,HasEmail,TRUE,504
EmailSystem,HasEmail,TRUE,505
EmailSystem,HasEmail,TRUE,506
EmailSystem,HasEmail,TRUE,507
EmailSystem,HasEmail,TRUE,509
EmailSystem,HasEmail,TRUE,511
EmailSystem,HasEmail,TRUE,526
EmailSystem,HasEmail,TRUE,527
EmailSystem,HasEmail,TRUE,530
