appName,entitlement,entitlementValue,account
CRM,MarketingUser,TRUE,2
CRM,MarketingUser,TRUE,4
CRM,MarketingUser,TRUE,6
CRM,MarketingUser,TRUE,8
CRM,MarketingUser,TRUE,10
CRM,MarketingUser,TRUE,12
CRM,MarketingUser,TRUE,14
CRM,MarketingUser,TRUE,16
CRM,MarketingUser,TRUE,18
CRM,MarketingUser,TRUE,20
CRM,MarketingUser,TRUE,22
CRM,MarketingUser,TRUE,24
CRM,MarketingUser,TRUE,26
CRM,MarketingUser,TRUE,28
CRM,MarketingUser,TRUE,30
CRM,MarketingUser,TRUE,33
CRM,MarketingUser,TRUE,35
CRM,MarketingUser,TRUE,37
CRM,MarketingUser,TRUE,39
CRM,MarketingUser,TRUE,41
CRM,MarketingUser,TRUE,43
CRM,MarketingUser,TRUE,45
CRM,MarketingUser,TRUE,48
CRM,MarketingUser,TRUE,50
CRM,MarketingUser,TRUE,52
CRM,MarketingUser,TRUE,55
CRM,MarketingUser,TRUE,61
CRM,MarketingUser,TRUE,63
CRM,MarketingUser,TRUE,65
CRM,MarketingUser,TRUE,67
CRM,MarketingUser,TRUE,69
CRM,MarketingUser,TRUE,72
CRM,MarketingUser,TRUE,74
CRM,MarketingUser,TRUE,76
CRM,MarketingUser,TRUE,79
CRM,MarketingUser,TRUE,83
CRM,MarketingUser,TRUE,85
CRM,MarketingUser,TRUE,87
CRM,MarketingUser,TRUE,90
CRM,MarketingUser,TRUE,94
CRM,MarketingUser,TRUE,99
CRM,MarketingUser,TRUE,101
CRM,MarketingUser,TRUE,103
CRM,MarketingUser,TRUE,105
CRM,MarketingUser,TRUE,107
CRM,MarketingUser,TRUE,110
CRM,MarketingUser,TRUE,112
CRM,MarketingUser,TRUE,114
CRM,MarketingUser,TRUE,117
CRM,MarketingUser,TRUE,121
CRM,MarketingUser,TRUE,123
CRM,MarketingUser,TRUE,125
CRM,MarketingUser,TRUE,128
CRM,MarketingUser,TRUE,132
CRM,MarketingUser,TRUE,139
CRM,MarketingUser,TRUE,142
CRM,MarketingUser,TRUE,146
CRM,MarketingUser,TRUE,151
CRM,MarketingUser,TRUE,157
CRM,MarketingUser,TRUE,163
CRM,MarketingUser,TRUE,165
CRM,MarketingUser,TRUE,167
CRM,MarketingUser,TRUE,170
CRM,MarketingUser,TRUE,174
CRM,MarketingUser,TRUE,176
CRM,MarketingUser,TRUE,178
CRM,MarketingUser,TRUE,181
CRM,MarketingUser,TRUE,185
CRM,MarketingUser,TRUE,192
CRM,MarketingUser,TRUE,195
CRM,MarketingUser,TRUE,199
CRM,MarketingUser,TRUE,204
CRM,MarketingUser,TRUE,210
CRM,MarketingUser,TRUE,213
CRM,MarketingUser,TRUE,217
CRM,MarketingUser,TRUE,222
CRM,MarketingUser,TRUE,235
CRM,MarketingUser,TRUE,237
CRM,MarketingUser,TRUE,239
CRM,MarketingUser,TRUE,243
CRM,MarketingUser,TRUE,245
CRM,MarketingUser,TRUE,247
CRM,MarketingUser,TRUE,250
CRM,MarketingUser,TRUE,254
CRM,MarketingUser,TRUE,261
CRM,MarketingUser,TRUE,264
CRM,MarketingUser,TRUE,268
CRM,MarketingUser,TRUE,273
CRM,MarketingUser,TRUE,279
CRM,MarketingUser,TRUE,282
CRM,MarketingUser,TRUE,286
CRM,MarketingUser,TRUE,291
CRM,MarketingUser,TRUE,303
CRM,MarketingUser,TRUE,308
CRM,MarketingUser,TRUE,313
CRM,MarketingUser,TRUE,329
CRM,MarketingUser,TRUE,331
CRM,MarketingUser,TRUE,334
CRM,MarketingUser,TRUE,336
CRM,MarketingUser,TRUE,337
CRM,MarketingUser,TRUE,339
CRM,MarketingUser,TRUE,341
CRM,MarketingUser,TRUE,347
CRM,MarketingUser,TRUE,350
CRM,MarketingUser,TRUE,354
CRM,MarketingUser,TRUE,359
CRM,MarketingUser,TRUE,365
CRM,MarketingUser,TRUE,368
CRM,MarketingUser,TRUE,372
CRM,MarketingUser,TRUE,377
CRM,MarketingUser,TRUE,389
CRM,MarketingUser,TRUE,394
CRM,MarketingUser,TRUE,399
CRM,MarketingUser,TRUE,417
CRM,MarketingUser,TRUE,421
CRM,MarketingUser,TRUE,442
CRM,MarketingUser,TRUE,444
CRM,MarketingUser,TRUE,446
CRM,MarketingUser,TRUE,450
CRM,MarketingUser,TRUE,453
CRM,MarketingUser,TRUE,460
CRM,MarketingUser,TRUE,466
CRM,MarketingUser,TRUE,469
CRM,MarketingUser,TRUE,473
CRM,MarketingUser,TRUE,478
CRM,MarketingUser,TRUE,490
CRM,MarketingUser,TRUE,495
CRM,MarketingUser,TRUE,500
CRM,MarketingUser,TRUE,518
CRM,MarketingUser,TRUE,522
CRM,MarketingUser,TRUE,544
CRM,MarketingUser,TRUE,565
CRM,MarketingUser,TRUE,568
CRM,MarketingUser,TRUE,575
CRM,MarketingUser,TRUE,579
CRM,MarketingUser,TRUE,587
CRM,MarketingUser,TRUE,592
CRM,MarketingUser,TRUE,597
CRM,MarketingUser,TRUE,615
CRM,MarketingUser,TRUE,619
CRM,MarketingUser,TRUE,641
CRM,MarketingUser,TRUE,663
CRM,MarketingUser,TRUE,686
CRM,MarketingUser,TRUE,693
CRM,MarketingUser,TRUE,698
CRM,MarketingUser,TRUE,712
CRM,MarketingUser,TRUE,716
CRM,MarketingUser,TRUE,738
CRM,MarketingUser,TRUE,760
CRM,MarketingUser,TRUE,793
CRM,MarketingUser,TRUE,802
CRM,MarketingUser,TRUE,805
CRM,MarketingUser,TRUE,817
CRM,MarketingUser,TRUE,839
CRM,MarketingUser,TRUE,878
CRM,MarketingUser,TRUE,899
CRM,MarketingUser,TRUE,952
