appName,entitlement,entitlementValue,account
DevOpsTool,Developer,TRUE,5
DevOpsTool,Developer,TRUE,13
DevOpsTool,Developer,TRUE,21
DevOpsTool,Developer,TRUE,29
DevOpsTool,Developer,TRUE,36
DevOpsTool,Developer,TRUE,44
DevOpsTool,Developer,TRUE,51
DevOpsTool,Developer,TRUE,57
DevOpsTool,Developer,TRUE,60
DevOpsTool,Developer,TRUE,68
DevOpsTool,Developer,TRUE,75
DevOpsTool,Developer,TRUE,81
DevOpsTool,Developer,TRUE,86
DevOpsTool,Developer,TRUE,92
DevOpsTool,Developer,TRUE,96
DevOpsTool,Developer,TRUE,98
DevOpsTool,Developer,TRUE,106
DevOpsTool,Developer,TRUE,113
DevOpsTool,Developer,TRUE,119
DevOpsTool,Developer,TRUE,124
DevOpsTool,Developer,TRUE,130
DevOpsTool,Developer,TRUE,134
DevOpsTool,Developer,TRUE,138
DevOpsTool,Developer,TRUE,144
DevOpsTool,Developer,TRUE,148
DevOpsTool,Developer,TRUE,153
DevOpsTool,Developer,TRUE,156
DevOpsTool,Developer,TRUE,160
DevOpsTool,Developer,TRUE,166
DevOpsTool,Developer,TRUE,172
DevOpsTool,Developer,TRUE,177
DevOpsTool,Developer,TRUE,183
DevOpsTool,Developer,TRUE,187
DevOpsTool,Developer,TRUE,191
DevOpsTool,Developer,TRUE,197
DevOpsTool,Developer,TRUE,201
DevOpsTool,Developer,TRUE,206
DevOpsTool,Developer,TRUE,209
DevOpsTool,Developer,TRUE,215
DevOpsTool,Developer,TRUE,219
DevOpsTool,Developer,TRUE,224
DevOpsTool,Developer,TRUE,229
DevOpsTool,Developer,TRUE,234
DevOpsTool,Developer,TRUE,238
DevOpsTool,Developer,TRUE,241
DevOpsTool,Developer,TRUE,246
DevOpsTool,Developer,TRUE,252
DevOpsTool,Developer,TRUE,256
DevOpsTool,Developer,TRUE,260
DevOpsTool,Developer,TRUE,266
DevOpsTool,Developer,TRUE,270
DevOpsTool,Developer,TRUE,275
DevOpsTool,Developer,TRUE,278
DevOpsTool,Developer,TRUE,284
DevOpsTool,Developer,TRUE,288
DevOpsTool,Developer,TRUE,293
DevOpsTool,Developer,TRUE,298
DevOpsTool,Developer,TRUE,302
DevOpsTool,Developer,TRUE,306
DevOpsTool,Developer,TRUE,310
DevOpsTool,Developer,TRUE,315
DevOpsTool,Developer,TRUE,320
DevOpsTool,Developer,TRUE,324
DevOpsTool,Developer,TRUE,330
DevOpsTool,Developer,TRUE,332
DevOpsTool,Developer,TRUE,346
DevOpsTool,Developer,TRUE,352
DevOpsTool,Developer,TRUE,356
DevOpsTool,Developer,TRUE,361
DevOpsTool,Developer,TRUE,364
DevOpsTool,Developer,TRUE,370
DevOpsTool,Developer,TRUE,374
DevOpsTool,Developer,TRUE,379
DevOpsTool,Developer,TRUE,384
DevOpsTool,Developer,TRUE,388
DevOpsTool,Developer,TRUE,392
DevOpsTool,Developer,TRUE,396
DevOpsTool,Developer,TRUE,401
DevOpsTool,Developer,TRUE,406
DevOpsTool,Developer,TRUE,410
DevOpsTool,Developer,TRUE,416
DevOpsTool,Developer,TRUE,419
DevOpsTool,Developer,TRUE,423
DevOpsTool,Developer,TRUE,428
DevOpsTool,Developer,TRUE,432
DevOpsTool,Developer,TRUE,437
DevOpsTool,Developer,TRUE,449
DevOpsTool,Developer,TRUE,455
DevOpsTool,Developer,TRUE,457
DevOpsTool,Developer,TRUE,462
DevOpsTool,Developer,TRUE,465
DevOpsTool,Developer,TRUE,471
DevOpsTool,Developer,TRUE,475
DevOpsTool,Developer,TRUE,480
DevOpsTool,Developer,TRUE,485
DevOpsTool,Developer,TRUE,489
DevOpsTool,Developer,TRUE,493
DevOpsTool,Developer,TRUE,497
DevOpsTool,Developer,TRUE,502
DevOpsTool,Developer,TRUE,507
DevOpsTool,Developer,TRUE,511
DevOpsTool,Developer,TRUE,517
DevOpsTool,Developer,TRUE,520
